original id,AbdomenAtlas_id
TCGA-OV_TCGA-OV-OY-A56Q_0_1,BDMAP_00001158
TCIAColon_TCIAColon_0287_0_7,BDMAP_00001159
TCIAColon_TCIAColon_0049_0_3,BDMAP_00001160
KiTS19-21_case_00102,BDMAP_00001161
autoPET_PETCT_979f9c3dba,BDMAP_00001162
autoPET_PETCT_474d7af918,BDMAP_00001163
MSD-Pancreas_pancreas_341,BDMAP_00001164
CT-ORG_volume-92,BDMAP_00001165
Decathlon_hepaticvessel_400,BDMAP_00001166
MSD-HepaticVessel_hepaticvessel_256,BDMAP_00001167
FLARE23Val_FLARE23_Ts_0038_0000,BDMAP_00001168
KiTS23_case_00424,BDMAP_00001169
MSD-HepaticVessel_hepaticvessel_203,BDMAP_00001170
MSD-Liver_liver_21,BDMAP_00001171
Decathlon_hepaticvessel_224,BDMAP_00001172
TCIAColon_TCIAColon_0111_0_2,BDMAP_00001173
NIH-Lymph_NIH-LYMPH-MED-006_0_0,BDMAP_00001174
MSD-Pancreas_pancreas_235,BDMAP_00001175
TCIA-LDCT_LDCT-L266_0_1,BDMAP_00001176
CT-ORG_volume-91,BDMAP_00001177
TCIAColon_TCIAColon_0170_0_3,BDMAP_00001178
TotalSegmentator_s0196,BDMAP_00001179
TCIAColon_TCIAColon_0091_0_3,BDMAP_00001180
AMOS_amos_0118,BDMAP_00001181
autoPET_PETCT_d8e3aa97a0,BDMAP_00001182
KiTS23_case_00545,BDMAP_00001183
KiTS19-21_prediction_00239,BDMAP_00001184
LiTS_liver_99,BDMAP_00001185
MSD-Hepatic_hepaticvessel_328,BDMAP_00001186
autoPET_PETCT_f8314eb3f7,BDMAP_00001187
AbdomenCT-1K_Case_00743_0000,BDMAP_00001188
TotalSegmentator_s0370,BDMAP_00001189
Decathlon_hepaticvessel_229,BDMAP_00001190
Decathlon_lung_029,BDMAP_00001191
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-00610_1_1,BDMAP_00001192
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01954_0_5,BDMAP_00001193
TCIAColon_TCIAColon_0215_0_3,BDMAP_00001194
autoPET_PETCT_108c1763d4,BDMAP_00001195
AMOS_amos_0069,BDMAP_00001196
MSD-Pancreas_pancreas_349,BDMAP_00001197
CT-ORG_volume-10,BDMAP_00001198
autoPET_PETCT_2f2ee78c89,BDMAP_00001199
LiTS_liver_72,BDMAP_00001200
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-01167_0_15,BDMAP_00001201
autoPET_PETCT_3481507253,BDMAP_00001202
TotalSegmentator_s0762,BDMAP_00001203
MSD-Pancreas_pancreas_240,BDMAP_00001204
Decathlon_pancreas_197,BDMAP_00001205
TCIAColon_TCIAColon_0237_0_2,BDMAP_00001206
TCIAColon_TCIAColon_0287_0_6,BDMAP_00001207
FLARE23Val_FLARE23_Ts_0028_0000,BDMAP_00001208
Decathlon_colon_140,BDMAP_00001209
TotalSegmentator_s1257,BDMAP_00001210
Decathlon_hepaticvessel_389,BDMAP_00001211
MSD-Colon_colon_098,BDMAP_00001212
BTCV_img0062,BDMAP_00001213
AbdomenCT-1K_Case_00488_0000,BDMAP_00001214
Decathlon_colon_072,BDMAP_00001215
WORD_word_0125,BDMAP_00001216
AMOS_amos_0198,BDMAP_00001217
KiTS23_case_00542,BDMAP_00001218
MSD-HepaticVessel_hepaticvessel_423,BDMAP_00001219
Decathlon_lung_065,BDMAP_00001220
autoPET_PETCT_8af3757198,BDMAP_00001221
autoPET_PETCT_510fb36781,BDMAP_00001222
KiTS21_img0139,BDMAP_00001223
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01352_0_2,BDMAP_00001224
KiTS23_case_00438,BDMAP_00001225
AbdomenCT-1K_Case_00980_0000,BDMAP_00001226
autoPET_PETCT_4011ffe8ae,BDMAP_00001227
MSD-Hepatic_hepaticvessel_120,BDMAP_00001228
WORD_word_0062,BDMAP_00001229
KiTS23_case_00538,BDMAP_00001230
AMOS_amos_0027,BDMAP_00001231
TCIAColon_TCIAColon_0259_0_3,BDMAP_00001232
autoPET_PETCT_5ef99b0b6b,BDMAP_00001233
AbdomenCT-1K_Case_00819_0000,BDMAP_00001234
AbdomenCT-1K_Case_00190_0000,BDMAP_00001235
MSD-Liver_liver_130,BDMAP_00001236
MSD-Colon_colon_078,BDMAP_00001237
KiTS23_case_00444,BDMAP_00001238
AbdomenCT-1K_Case_00941_0000,BDMAP_00001239
TCIAColon_TCIAColon_0128_0_2,BDMAP_00001240
WORD_word_0031,BDMAP_00001241
KiTS21_img0209,BDMAP_00001242
autoPET_PETCT_25707f94a2,BDMAP_00001243
TCIAColon_TCIAColon_0056_0_3,BDMAP_00001244
WORD_word_0032,BDMAP_00001245
KiTS23_case_00413,BDMAP_00001246
MSD-Pancreas_pancreas_230,BDMAP_00001247
TotalSegmentator_s0623,BDMAP_00001248
MSD-HepaticVessel_hepaticvessel_319,BDMAP_00001249
MSD-Colon_colon_190,BDMAP_00001250
KiTS23_case_00511,BDMAP_00001251
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01459_0_4,BDMAP_00001252
AMOS_amos_0049,BDMAP_00001253
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-01171_0_12,BDMAP_00001254
KiTS21_img0076,BDMAP_00001255
KiTS23_case_00522,BDMAP_00001256
AbdomenCT-1K_Case_00749_0000,BDMAP_00001257
KiTS21_img0179,BDMAP_00001258
TotalSegmentator_s1127,BDMAP_00001259
AMOS_amos_0019,BDMAP_00001260
KiTS23_case_00421,BDMAP_00001261
autoPET_PETCT_2b29531d8c,BDMAP_00001262
WORD_word_0067,BDMAP_00001263
autoPET_PETCT_faf4a6dbaa,BDMAP_00001264
KiTS23_case_00503,BDMAP_00001265
TCIAColon_TCIAColon_0151_0_2,BDMAP_00001266
TCIAColon_TCIAColon_0232_0_3,BDMAP_00001267
KiTS19-21_case_00106,BDMAP_00001268
TCIAColon_TCIAColon_0117_0_3,BDMAP_00001269
LiTS_liver_106,BDMAP_00001270
AbdomenCT-1K_Case_01054_0000,BDMAP_00001271
autoPET_PETCT_1f65acff65,BDMAP_00001272
KiTS23_case_00453,BDMAP_00001273
TCIAColon_TCIAColon_0237_0_3,BDMAP_00001274
KiTS21_img0271,BDMAP_00001275
TotalSegmentator_s0078,BDMAP_00001276
TCIAColon_TCIAColon_0290_0_3,BDMAP_00001277
MSD-HepaticVessel_hepaticvessel_290,BDMAP_00001278
AbdomenCT-1K_Case_00044_0000,BDMAP_00001279
autoPET_PETCT_548213edf7,BDMAP_00001280
KiTS21_img0105,BDMAP_00001281
MSD-Hepatic_hepaticvessel_430,BDMAP_00001282
KiTS21_img0195,BDMAP_00001283
TotalSegmentator_s1371,BDMAP_00001284
AMOS_amos_0294,BDMAP_00001285
KiTS23_case_00431,BDMAP_00001286
autoPET_PETCT_802f19931c,BDMAP_00001287
MSD-Pancreas_pancreas_253,BDMAP_00001288
KiTS21_img0046,BDMAP_00001289
TCIAColon_TCIAColon_0059_0_5,BDMAP_00001290
TCIAColon_TCIAColon_0054_0_2,BDMAP_00001291
TotalSegmentator_s1045,BDMAP_00001292
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00734_0_1,BDMAP_00001293
autoPET_PETCT_38a374d01a,BDMAP_00001294
TotalSegmentator_s0137,BDMAP_00001295
KiTS21_img0294,BDMAP_00001296
TCIAColon_TCIAColon_0193_0_1,BDMAP_00001297
WORD_word_0070,BDMAP_00001298
autoPET_PETCT_c094a24c03,BDMAP_00001299
TotalSegmentator_s0015,BDMAP_00001300
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-02997_0_4,BDMAP_00001301
autoPET_PETCT_58f276897e,BDMAP_00001302
TotalSegmentator_s0052,BDMAP_00001303
MSD-HepaticVessel_hepaticvessel_102,BDMAP_00001304
KiTS23_case_00547,BDMAP_00001305
MSD-Spleen_spleen_40,BDMAP_00001306
autoPET_PETCT_5001354a69,BDMAP_00001307
TotalSegmentator_s0168,BDMAP_00001308
LiTS_liver_112,BDMAP_00001309
AbdomenCT-1K_Case_00547_0000,BDMAP_00001310
TCIAColon_TCIAColon_0142_0_2,BDMAP_00001311
TCIAColon_TCIAColon_0254_0_3,BDMAP_00001312
autoPET_PETCT_44b08f570e,BDMAP_00001313
autoPET_PETCT_7c1e6175e0,BDMAP_00001314
TCGA-SARC_TCGA-SARC-A5V2_0_1,BDMAP_00001315
CT-ORG_volume-28,BDMAP_00001316
TCIAColon_TCIAColon_0084_0_2,BDMAP_00001317
autoPET_PETCT_437d2c96fe,BDMAP_00001318
autoPET_PETCT_e68c4577d8,BDMAP_00001319
TotalSegmentator_s0320,BDMAP_00001320
TotalSegmentator_s0546,BDMAP_00001321
autoPET_PETCT_4be28f9cd7,BDMAP_00001322
Decathlon_hepaticvessel_096,BDMAP_00001323
KiTS23_case_00559,BDMAP_00001324
KiTS21_img0248,BDMAP_00001325
TCIAColon_TCIAColon_0286_0_4,BDMAP_00001326
autoPET_PETCT_43323b7d42,BDMAP_00001327
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-00815_0_5,BDMAP_00001328
MSD-Hepatic_hepaticvessel_190,BDMAP_00001329
TotalSegmentator_s1230,BDMAP_00001330
Decathlon_pancreas_297,BDMAP_00001331
Decathlon_hepaticvessel_262,BDMAP_00001332
MSD-Liver_liver_102,BDMAP_00001333
TCIAColon_TCIAColon_0193_0_5,BDMAP_00001334
autoPET_PETCT_7ef5343426,BDMAP_00001335
TotalSegmentator_s0508,BDMAP_00001336
TCIAColon_TCIAColon_0276_0_1,BDMAP_00001337
MSD-Colon_colon_010,BDMAP_00001338
AbdomenCT-1K_Case_00041_0000,BDMAP_00001339
NIH-Lymph_NIH-LYMPH-ABD-020_0_0,BDMAP_00001340
Decathlon_hepaticvessel_039,BDMAP_00001341
TCIAColon_TCIAColon_0130_0_2,BDMAP_00001342
AbdomenCT-1K_Case_00260_0000,BDMAP_00001343
autoPET_PETCT_34d3efa936,BDMAP_00001344
TotalSegmentator_s0416,BDMAP_00001345
MSD-HepaticVessel_hepaticvessel_022,BDMAP_00001346
TotalSegmentator_s0639,BDMAP_00001347
TCIA-Pancreas-CT_PANCREAS_0031,BDMAP_00001348
autoPET_PETCT_fcdbe15200,BDMAP_00001349
TotalSegmentator_s1212,BDMAP_00001350
autoPET_PETCT_19b68a666b,BDMAP_00001351
KiTS19-21_case_00108,BDMAP_00001352
CHAOS_18_image,BDMAP_00001353
TotalSegmentator_s0461,BDMAP_00001354
TCIAColon_TCIAColon_0167_0_2,BDMAP_00001355
TotalSegmentator_s0485,BDMAP_00001356
autoPET_PETCT_9860ffe82d,BDMAP_00001357
MSD-Hepatic_hepaticvessel_310,BDMAP_00001358
KiTS21_img0138,BDMAP_00001359
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-03426_0_7,BDMAP_00001360
MSD-Pancreas_pancreas_158,BDMAP_00001361
MSD-Liver_liver_74,BDMAP_00001362
AbdomenCT-1K_Case_01044_0000,BDMAP_00001363
Decathlon_hepaticvessel_259,BDMAP_00001364
AMOS_amos_0161,BDMAP_00001365
autoPET_PETCT_75d5e740f0,BDMAP_00001366
autoPET_PETCT_2a41141775,BDMAP_00001367
MSD-Pancreas_pancreas_213,BDMAP_00001368
TotalSegmentator_s1161,BDMAP_00001369
KiTS21_img0262,BDMAP_00001370
TCIAColon_TCIAColon_0117_0_2,BDMAP_00001371
TCIAColon_TCIAColon_0261_0_3,BDMAP_00001372
autoPET_PETCT_5255c79083,BDMAP_00001373
TotalSegmentator_s0571,BDMAP_00001374
autoPET_PETCT_4b688f46b0,BDMAP_00001375
KiTS19-21_prediction_00211,BDMAP_00001376
TotalSegmentator_s1285,BDMAP_00001377
autoPET_PETCT_e52eca67d7,BDMAP_00001378
AbdomenCT-1K_Case_00258_0000,BDMAP_00001379
KiTS19-21_prediction_00240,BDMAP_00001380
AbdomenCT-1K_Case_00786_0000,BDMAP_00001381
MSD-HepaticVessel_hepaticvessel_416,BDMAP_00001382
KiTS21_img0000,BDMAP_00001383
AbdomenCT-1K_Case_01041_0000,BDMAP_00001384
autoPET_PETCT_176bdc5388,BDMAP_00001385
autoPET_PETCT_4076ea9a15,BDMAP_00001386
TotalSegmentator_s0328,BDMAP_00001387
TCIAColon_TCIAColon_0072_0_3,BDMAP_00001388
MSD-Liver_liver_138,BDMAP_00001389
autoPET_PETCT_7d97f7a102,BDMAP_00001390
Decathlon_hepaticvessel_350,BDMAP_00001391
TCIAColon_TCIAColon_0038_0_2,BDMAP_00001392
TCIAColon_TCIAColon_0089_0_1,BDMAP_00001393
Decathlon_hepaticvessel_029,BDMAP_00001394
MSD-HepaticVessel_hepaticvessel_397,BDMAP_00001395
KiTS23_case_00565,BDMAP_00001396
Decathlon_liver_47,BDMAP_00001397
TCIAColon_TCIAColon_0291_0_2,BDMAP_00001398
TotalSegmentator_s1173,BDMAP_00001399
AMOS_amos_0141,BDMAP_00001400
TCIAColon_TCIAColon_0102_0_5,BDMAP_00001401
FLARE23Val_FLARE23_Ts_0024_0000,BDMAP_00001402
AbdomenCT-1K_Case_00950_0000,BDMAP_00001403
autoPET_PETCT_bf178a41b2,BDMAP_00001404
TCIAColon_TCIAColon_0042_0_1,BDMAP_00001405
autoPET_PETCT_d4d3d7dfc1,BDMAP_00001406
autoPET_PETCT_bd52fdf529,BDMAP_00001407
autoPET_PETCT_3c94a00f90,BDMAP_00001408
Decathlon_hepaticvessel_441,BDMAP_00001409
KiTS21_img0089,BDMAP_00001410
autoPET_PETCT_2f7200f771,BDMAP_00001411
MSD-Pancreas_pancreas_437,BDMAP_00001412
KiTS21_img0096,BDMAP_00001413
MSD-Pancreas_pancreas_405,BDMAP_00001414
TotalSegmentator_s0692,BDMAP_00001415
autoPET_PETCT_99e5728030,BDMAP_00001416
BTCV_img0025,BDMAP_00001417
TotalSegmentator_s0511,BDMAP_00001418
AbdomenCT-1K_Case_00511_0000,BDMAP_00001419
KiTS23_case_00480,BDMAP_00001420
autoPET_PETCT_05bed31780,BDMAP_00001421
KiTS21_img0004,BDMAP_00001422
TotalSegmentator_s0675,BDMAP_00001423
TotalSegmentator_s0390,BDMAP_00001424
autoPET_PETCT_e9feb1135e,BDMAP_00001425
MSD-Colon_colon_115,BDMAP_00001426
Decathlon_hepaticvessel_147,BDMAP_00001427
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00866_1_1,BDMAP_00001428
TCGA-BLCA_TCGA-BLCA-DK-A1A7_0_3,BDMAP_00001429
TCIAColon_TCIAColon_0009_0_2,BDMAP_00001430
autoPET_PETCT_05d8640f52,BDMAP_00001431
FLARE23Val_FLARE23_Ts_0005_0000,BDMAP_00001432
MSD-Spleen_spleen_50,BDMAP_00001433
KiTS21_img0134,BDMAP_00001434
AbdomenCT-1K_Case_00240_0000,BDMAP_00001435
MSD-Spleen_spleen_11,BDMAP_00001436
MSD-Hepatic_hepaticvessel_168,BDMAP_00001437
Decathlon_colon_031,BDMAP_00001438
autoPET_PETCT_5fa9d9a820,BDMAP_00001439
MSD-Pancreas_pancreas_222,BDMAP_00001440
MSD-Pancreas_pancreas_308,BDMAP_00001441
AMOS_amos_0392,BDMAP_00001442
TCIA-LDCT_LDCT-L220_0_0,BDMAP_00001443
KiTS21_img0150,BDMAP_00001444
Decathlon_colon_206,BDMAP_00001445
MSD-Pancreas_pancreas_420,BDMAP_00001446
BTCV_img0036,BDMAP_00001447
TCIAColon_TCIAColon_0277_0_3,BDMAP_00001448
AMOS_amos_0079,BDMAP_00001449
AbdomenCT-1K_Case_00947_0000,BDMAP_00001450
MSD-Hepatic_hepaticvessel_024,BDMAP_00001451
autoPET_PETCT_f1594a7d8a,BDMAP_00001452
Decathlon_hepaticvessel_368,BDMAP_00001453
TotalSegmentator_s0720,BDMAP_00001454
autoPET_PETCT_5c1baad5d8,BDMAP_00001455
KiTS21_img0077,BDMAP_00001456
autoPET_PETCT_23ed525e82,BDMAP_00001457
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3L-01744_0_3,BDMAP_00001458
TotalSegmentator_s0441,BDMAP_00001459
autoPET_PETCT_424e9b79c5,BDMAP_00001460
Decathlon_pancreas_310,BDMAP_00001461
MSD-Colon_colon_048,BDMAP_00001462
autoPET_PETCT_b41bc7c1e5,BDMAP_00001463
Decathlon_pancreas_258,BDMAP_00001464
KiTS19-21_case_00150,BDMAP_00001465
AbdomenCT-1K_Case_00922_0000,BDMAP_00001466
Decathlon_lung_059,BDMAP_00001467
TotalSegmentator_s1382,BDMAP_00001468
autoPET_PETCT_5e8b013935,BDMAP_00001469
TCIAColon_TCIAColon_0175_0_3,BDMAP_00001470
LiTS_liver_78,BDMAP_00001471
TotalSegmentator_s0213,BDMAP_00001472
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-01907_0_1,BDMAP_00001473
KiTS21_img0259,BDMAP_00001474
KiTS21_img0287,BDMAP_00001475
Decathlon_pancreas_087,BDMAP_00001476
TCIAColon_TCIAColon_0177_0_1,BDMAP_00001477
AbdomenCT-1K_Case_00831_0000,BDMAP_00001478
FLARE23Val_FLARE23_Ts_0086_0000,BDMAP_00001479
autoPET_PETCT_42e9f16c09,BDMAP_00001480
MSD-Colon_colon_076,BDMAP_00001481
Decathlon_hepaticvessel_386,BDMAP_00001482
KiTS23_case_00563,BDMAP_00001483
Decathlon_lung_078,BDMAP_00001484
TCIAColon_TCIAColon_0228_0_3,BDMAP_00001485
autoPET_PETCT_b510436d83,BDMAP_00001486
KiTS21_img0266,BDMAP_00001487
CT-ORG_volume-83,BDMAP_00001488
NIH-Lymph_NIH-LYMPH-ABD-048_0_0,BDMAP_00001489
autoPET_PETCT_ebaa30ba2e,BDMAP_00001490
MSD-Pancreas_pancreas_237,BDMAP_00001491
TotalSegmentator_s0031,BDMAP_00001492
FLARE23Val_FLARE23_Ts_0062_0000,BDMAP_00001493
TotalSegmentator_s1319,BDMAP_00001494
WORD_word_0128,BDMAP_00001495
KiTS21_img0162,BDMAP_00001496
TCIAColon_TCIAColon_0209_0_3,BDMAP_00001497
BTCV_img0063,BDMAP_00001498
TCIAColon_TCIAColon_0183_0_1,BDMAP_00001499
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01465_0_5,BDMAP_00001500
AbdomenCT-1K_Case_01032_0000,BDMAP_00001501
Decathlon_liver_91,BDMAP_00001502
WORD_word_0115,BDMAP_00001503
MSD-Pancreas_pancreas_010,BDMAP_00001504
TCIAColon_TCIAColon_0187_0_1,BDMAP_00001505
MSD-HepaticVessel_hepaticvessel_270,BDMAP_00001506
MSD-HepaticVessel_hepaticvessel_025,BDMAP_00001507
AbdomenCT-1K_Case_00019_0000,BDMAP_00001508
MSD-Colon_colon_021,BDMAP_00001509
MSD-HepaticVessel_hepaticvessel_100,BDMAP_00001510
KiTS23_case_00462,BDMAP_00001511
AbdomenCT-1K_Case_00223_0000,BDMAP_00001512
autoPET_PETCT_2202a936e0,BDMAP_00001513
Decathlon_colon_122,BDMAP_00001514
autoPET_PETCT_e69152b6b4,BDMAP_00001515
KiTS21_img0052,BDMAP_00001516
KiTS23_case_00403,BDMAP_00001517
KiTS21_img0184,BDMAP_00001518
autoPET_PETCT_bc80d06f97,BDMAP_00001519
KiTS19-21_case_00177,BDMAP_00001520
MSD-Pancreas_pancreas_276,BDMAP_00001521
KiTS21_img0257,BDMAP_00001522
Decathlon_pancreas_126,BDMAP_00001523
NIH-Lymph_NIH-LYMPH-ABD-066_0_0,BDMAP_00001524
TCGA-BLCA_TCGA-BLCA-4Z-AA7M_0_4,BDMAP_00001525
AbdomenCT-1K_Case_01040_0000,BDMAP_00001526
autoPET_PETCT_de118d7ab9,BDMAP_00001527
NIH-Lymph_NIH-LYMPH-MED-013_0_0,BDMAP_00001528
TCIAColon_TCIAColon_0260_0_4,BDMAP_00001529
KiTS19-21_case_00164,BDMAP_00001530
TCIAColon_TCIAColon_0233_0_2,BDMAP_00001531
autoPET_PETCT_5c55b3087d,BDMAP_00001532
KiTS21_img0208,BDMAP_00001533
TCIAColon_TCIAColon_0051_0_1,BDMAP_00001534
MSD-Colon_colon_105,BDMAP_00001535
autoPET_PETCT_55819a54c2,BDMAP_00001536
autoPET_PETCT_2140db0ca5,BDMAP_00001537
MSD-Liver_liver_137,BDMAP_00001538
Decathlon_liver_57,BDMAP_00001539
FLARE23Val_FLARE23_Ts_0050_0000,BDMAP_00001540
TCIAColon_TCIAColon_0001_0_2,BDMAP_00001541
autoPET_PETCT_2e97a9e5c2,BDMAP_00001542
autoPET_PETCT_b899150306,BDMAP_00001543
autoPET_PETCT_1fcfa34d10,BDMAP_00001544
MSD-Pancreas_pancreas_331,BDMAP_00001545
TotalSegmentator_s0039,BDMAP_00001546
AbdomenCT-1K_Case_01057_0000,BDMAP_00001547
autoPET_PETCT_bf7652bccc,BDMAP_00001548
KiTS23_case_00558,BDMAP_00001549
AbdomenCT-1K_Case_00802_0000,BDMAP_00001550
autoPET_PETCT_41fadf6520,BDMAP_00001551
autoPET_PETCT_595975bc57,BDMAP_00001552
autoPET_PETCT_2a6f4f0753,BDMAP_00001553
TCIAColon_TCIAColon_0229_0_3,BDMAP_00001554
TotalSegmentator_s0332,BDMAP_00001555
AMOS_amos_0036,BDMAP_00001556
KiTS21_img0264,BDMAP_00001557
Decathlon_hepaticvessel_437,BDMAP_00001558
TCIAColon_TCIAColon_0156_0_3,BDMAP_00001559
Decathlon_hepaticvessel_178,BDMAP_00001560
AMOS_amos_0023,BDMAP_00001561
KiTS23_case_00561,BDMAP_00001562
KiTS21_img0292,BDMAP_00001563
Decathlon_pancreas_203,BDMAP_00001564
AbdomenCT-1K_Case_00334_0000,BDMAP_00001565
autoPET_PETCT_1553bd8c8f,BDMAP_00001566
AbdomenCT-1K_Case_00960_0000,BDMAP_00001567
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3N-00244_0_6,BDMAP_00001568
TotalSegmentator_s0648,BDMAP_00001569
TotalSegmentator_s1085,BDMAP_00001570
autoPET_PETCT_43647ff727,BDMAP_00001571
TCIAColon_TCIAColon_0190_0_3,BDMAP_00001572
TCIAColon_TCIAColon_0243_0_3,BDMAP_00001573
autoPET_PETCT_5b0aa4e971,BDMAP_00001574
autoPET_PETCT_75210090cd,BDMAP_00001575
MSD-Pancreas_pancreas_171,BDMAP_00001576
Decathlon_hepaticvessel_278,BDMAP_00001577
FLARE23Val_FLARE23_Ts_0020_0000,BDMAP_00001578
TotalSegmentator_s1058,BDMAP_00001579
autoPET_PETCT_44b95650c3,BDMAP_00001580
AbdomenCT-1K_Case_00742_0000,BDMAP_00001581
TotalSegmentator_s0054,BDMAP_00001582
MSD-HepaticVessel_hepaticvessel_271,BDMAP_00001583
AbdomenCT-12organ_Organ12_0002_0000,BDMAP_00001584
TCIAColon_TCIAColon_0096_0_1,BDMAP_00001585
MSD-Liver_liver_152,BDMAP_00001586
autoPET_PETCT_9775598501,BDMAP_00001587
AbdomenCT-1K_Case_00078_0000,BDMAP_00001588
MSD-Hepatic_hepaticvessel_054,BDMAP_00001589
AbdomenCT-1K_Case_00626_0000,BDMAP_00001590
autoPET_PETCT_ae3074834a,BDMAP_00001591
TCIAColon_TCIAColon_0266_0_1,BDMAP_00001592
MSD-HepaticVessel_hepaticvessel_425,BDMAP_00001593
Decathlon_lung_010,BDMAP_00001594
MSD-Hepatic_hepaticvessel_267,BDMAP_00001595
autoPET_PETCT_7b9d625330,BDMAP_00001596
AbdomenCT-12organ_Organ12_0027_0000,BDMAP_00001597
MSD-Colon_colon_029,BDMAP_00001598
TotalSegmentator_s1287,BDMAP_00001599
MSD-Colon_colon_209,BDMAP_00001600
NIH-Lymph_NIH-LYMPH-ABD-074_0_0,BDMAP_00001601
KiTS23_case_00407,BDMAP_00001602
autoPET_PETCT_53ccb9efbb,BDMAP_00001603
TCIAColon_TCIAColon_0269_0_3,BDMAP_00001604
Decathlon_pancreas_099,BDMAP_00001605
TotalSegmentator_s0135,BDMAP_00001606
KiTS23_case_00450,BDMAP_00001607
TotalSegmentator_s0080,BDMAP_00001608
TCIAColon_TCIAColon_0131_0_2,BDMAP_00001609
Decathlon_hepaticvessel_061,BDMAP_00001610
WORD_word_0046,BDMAP_00001611
KiTS19-21_case_00186,BDMAP_00001612
autoPET_PETCT_b3d4773f85,BDMAP_00001613
autoPET_PETCT_1472967bef,BDMAP_00001614
autoPET_PETCT_0168f65af8,BDMAP_00001615
AbdomenCT-1K_Case_00939_0000,BDMAP_00001616
Decathlon_pancreas_364,BDMAP_00001617
AbdomenCT-1K_Case_00114_0000,BDMAP_00001618
CT-ORG_volume-53,BDMAP_00001619
KiTS21_img0255,BDMAP_00001620
TCIAColon_TCIAColon_0150_0_2,BDMAP_00001621
autoPET_PETCT_2745fb1adb,BDMAP_00001622
TCIAColon_TCIAColon_0295_0_7,BDMAP_00001623
KiTS21_img0220,BDMAP_00001624
MSD-HepaticVessel_hepaticvessel_348,BDMAP_00001625
TotalSegmentator_s0070,BDMAP_00001626
AMOS_amos_0009,BDMAP_00001627
AbdomenCT-1K_Case_00308_0000,BDMAP_00001628
autoPET_PETCT_e90a287d09,BDMAP_00001629
autoPET_PETCT_234f8427c0,BDMAP_00001630
MSD-HepaticVessel_hepaticvessel_090,BDMAP_00001631
AbdomenCT-1K_Case_00110_0000,BDMAP_00001632
FLARE23Val_FLARE23_Ts_0087_0000,BDMAP_00001633
MSD-Spleen_spleen_31,BDMAP_00001634
KiTS23_case_00441,BDMAP_00001635
KiTS23_case_00526,BDMAP_00001636
AbdomenCT-1K_Case_00954_0000,BDMAP_00001637
autoPET_PETCT_9afd440677,BDMAP_00001638
autoPET_PETCT_ca47fe5e7d,BDMAP_00001639
AMOS_amos_0153,BDMAP_00001640
AbdomenCT-1K_Case_00664_0000,BDMAP_00001641
TCIAColon_TCIAColon_0221_0_2,BDMAP_00001642
Decathlon_lung_001,BDMAP_00001643
FLARE23Val_FLARE23_Ts_0065_0000,BDMAP_00001644
MSD-Hepatic_hepaticvessel_357,BDMAP_00001645
Decathlon_pancreas_269,BDMAP_00001646
KiTS23_case_00586,BDMAP_00001647
TCIAColon_TCIAColon_0044_1_0,BDMAP_00001648
Decathlon_pancreas_119,BDMAP_00001649
TotalSegmentator_s0253,BDMAP_00001650
Decathlon_hepaticvessel_197,BDMAP_00001651
autoPET_PETCT_27ad42f8a9,BDMAP_00001652
TCIAColon_TCIAColon_0106_0_5,BDMAP_00001653
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01954_0_8,BDMAP_00001654
AMOS_amos_0089,BDMAP_00001655
KiTS23_case_00492,BDMAP_00001656
MSD-Hepatic_hepaticvessel_254,BDMAP_00001657
MSD-Liver_liver_192,BDMAP_00001658
TotalSegmentator_s0961,BDMAP_00001659
TCIAColon_TCIAColon_0250_0_3,BDMAP_00001660
autoPET_PETCT_d098458d29,BDMAP_00001661
TCIA-Pancreas-CT_PANCREAS_0007,BDMAP_00001662
autoPET_PETCT_9d6699f215,BDMAP_00001663
KiTS21_img0055,BDMAP_00001664
TCIAColon_TCIAColon_0080_0_3,BDMAP_00001665
autoPET_PETCT_62405d117c,BDMAP_00001666
TotalSegmentator_s0010,BDMAP_00001667
MSD-Pancreas_pancreas_063,BDMAP_00001668
FLARE23Val_FLARE23_Ts_0006_0000,BDMAP_00001669
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-01008_1_11,BDMAP_00001670
Decathlon_hepaticvessel_171,BDMAP_00001671
Decathlon_hepaticvessel_231,BDMAP_00001672
AbdomenCT-1K_Case_00764_0000,BDMAP_00001673
AbdomenCT-1K_Case_00911_0000,BDMAP_00001674
